accession,Entry Name,organism,ec_number,length,protein_name,taxonomic_group,length_bin,ec_main_class
W5AWH5,HIS7C_WHEAT,Triticum aestivum (Wheat),4.2.1.19,269,"Imidazoleglycerol-phosphate dehydratase 3, chloroplastic (IGPD 3) (EC 4.2.1.19)",Plants,"(260, 270]",4
A0A0E3D8M5,JAND_PENJA,Penicillium janthinellum (Penicillium vitale),2.5.1.-,438,Indole diterpene prenyltransferase janD (EC 2.5.1.-) (Penitrem biosynthesis cluster protein D),Protists,"(430, 440]",2
A0A0E3D8N4,PEND_PENCR,Penicillium crustosum (Blue mold fungus),2.5.1.-,427,Indole diterpene prenyltransferase penD (EC 2.5.1.-) (Penitrem biosynthesis cluster protein D),Protists,"(420, 430]",2
B0XL39,ITPA_CULQU,Culex quinquefasciatus (Southern house mosquito) (Culex pungens),3.6.1.9,190,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Insects,"(180, 190]",3
A5WVX0,ITPA_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),3.6.1.9,203,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Fish,"(200, 210]",3
F1NLH9,ITPA_CHICK,Gallus gallus (Chicken),3.6.1.9,201,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Birds,"(200, 210]",3
C1FI13,ITPA_MICCC,Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga),3.6.1.9,196,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Algae,"(190, 200]",3
Q2NLA8,ITPA_XENLA,Xenopus laevis (African clawed frog),3.6.1.9,195,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Amphibians,"(190, 200]",3
A0A0B5L585,MPAF2_PENBR,Penicillium brevicompactum,1.1.1.205,548,Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205) (Mycophenolic acid biosynthesis cluster protein F'),Protists,"(540, 550]",1
Q9ZVN4,DSP1_ARATH,Arabidopsis thaliana (Mouse-ear cress),3.6.1.52,215,Inositol diphosphatase DSP1 (EC 3.6.1.52) (Inositol pyrophosphate phosphatase DSP1) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 1) (AtPFA-DSP1),Plants,"(210, 220]",3
P29219,IMPA1_XENLA,Xenopus laevis (African clawed frog),3.1.3.25; 3.1.3.94,285,Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1),Amphibians,"(280, 290]",3
Q5ZIH0,INT11_CHICK,Gallus gallus (Chicken),3.1.27.-,600,Integrator complex subunit 11 (Int11) (EC 3.1.27.-) (Cleavage and polyadenylation-specific factor 3-like protein) (CPSF3-like protein),Birds,"(590, 600]",3
Q8IU26,LYS_RUDPH,Ruditapes philippinarum (Japanese carpet shell) (Venerupis philippinarum),3.2.1.17,136,"Invertebrate-type lysozyme (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Destabilase)",Molluscs,"(130, 140]",3
E9FR69,IYD_DAPPU,Daphnia pulex (Water flea),1.21.1.1,300,Iodotyrosine deiodinase (EC 1.21.1.1) (Halotyrosine dehalogenase),Crustaceans,"(290, 300]",1
W8JIS5,IO_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.14.161,515,Iridoid oxidase (CrIO) (EC 1.14.14.161) (Cytochrome P450 76A26) (CrCYP76A26),Plants,"(510, 520]",1
Q503L4,IAH1_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),3.1.-.-,238,Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-),Fish,"(230, 240]",3
Q5BKW9,ASGL1_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),3.4.19.5; 3.5.1.1,310,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain],Fish,"(300, 310]",3
Q6GM78,ASGL1_XENLA,Xenopus laevis (African clawed frog),3.4.19.5; 3.5.1.1,309,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain],Amphibians,"(300, 310]",3
Q9ZSD6,ASPG_LUPLU,Lupinus luteus (European yellow lupine),3.4.19.5,325,Isoaspartyl peptidase/L-asparaginase (LlA) (EC 3.4.19.5) (L-asparagine amidohydrolase) (Potassium-independent L-asparaginase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase subunit alpha; Isoaspartyl peptidase/L-asparaginase subunit beta],Plants,"(320, 330]",3
Q9ZPC0,ICS_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),5.4.4.2,580,"Isochorismate synthase, chloroplastic (EC 5.4.4.2)",Plants,"(570, 580]",5
A0A096P8D3,IDH_OSTTA,Ostreococcus tauri,1.1.1.41,470,"Isocitrate dehydrogenase (NAD(+)), mitochondrial (OtIDH) (EC 1.1.1.41)",Algae,"(460, 470]",1
A0A075TRB3,PATN_PENEN,Penicillium expansum (Blue mold rot fungus),1.1.1.-,259,Isoepoxydon dehydrogenase patN (IDH) (EC 1.1.1.-) (Patulin biosynthesis cluster protein N),Protists,"(250, 260]",1
A0A067E3D8,MOI2_CITSI,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),5.3.3.-,217,Isomeliandiol synthase MOI2 (EC 5.3.3.-) (Melianol oxide isomerase 2) (CsMOI2),Protists,"(210, 220]",5
A0A0B6VIJ5,F6CGT_GENTR,Gentiana triflora (Clustered gentian),2.4.1.-,477,Isovitexin/isoorientin synthase UF6CGT1 (EC 2.4.1.-) (UDP-glycosyltransferase UF6CGT1) (Gt6CGT) (GtUF6CGT1),Protists,"(470, 480]",2
A1Z746,KMO_DROME,Drosophila melanogaster (Fruit fly),1.14.13.9,465,Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase) (Protein cinnabar),Insects,"(460, 470]",1
Q566U4,KFA_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),3.5.1.9,293,Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF),Fish,"(290, 300]",3
B5XB27,KFA_SALSA,Salmo salar (Atlantic salmon),3.5.1.9,294,Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF),Fish,"(290, 300]",3
X2L4E2,OXLA_BOTPC,Bothrops pictus (Desert lancehead),1.4.3.2,498,L-amino acid oxidase (Bpic-LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(490, 500]",1
X2JCV5,OXLAA_CERCE,Cerastes cerastes (Horned desert viper),1.4.3.2,516,L-amino acid oxidase (CC-LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(510, 520]",1
A0A024BTN9,OXLA_BOTSC,Bothriechis schlegelii (Eyelash palm pitviper),1.4.3.2,498,L-amino acid oxidase Bs29 (BsLAAO) (LAO) (EC 1.4.3.2),Protists,"(490, 500]",1
Q6STF1,OXLA_GLOHA,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),1.4.3.2,504,L-amino-acid oxidase (AHP-LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(500, 510]",1
Q4F867,OXLA_DABSI,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),1.4.3.2,407,L-amino-acid oxidase (DRS-LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(400, 410]",1
Q6T627,OXLA_BITGA,Bitis gabonica (Gaboon adder) (Gaboon viper),1.4.3.2,60,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(50, 60]",1
P81375,OXLA_MACLB,Macrovipera lebetinus (Levantine viper) (Vipera lebetina),1.4.3.2,107,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(100, 110]",1
Q4JHE2,OXLA_NOTSC,Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake),1.4.3.2,517,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(510, 520]",1
Q4JHE3,OXLA_OXYSC,Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan),1.4.3.2,517,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(510, 520]",1
Q4JHE1,OXLA_PSEAU,Pseudechis australis (Mulga snake) (King brown snake),1.4.3.2,517,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2),Reptiles,"(510, 520]",1
Q6IWZ0,OXLA_APLCA,Aplysia californica (California sea hare),1.4.3.2,535,L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (Escapin),Molluscs,"(530, 540]",1
Q90W54,OXLA_GLOBL,Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi),1.4.3.2,504,L-amino-acid oxidase (LAAO) (M-LAO) (EC 1.4.3.2),Reptiles,"(500, 510]",1
Q6WP39,OXLA_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),1.4.3.2,516,L-amino-acid oxidase (LAAO) (TSV-LAO) (EC 1.4.3.2),Reptiles,"(510, 520]",1
P81382,OXLA_CALRH,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),1.4.3.2,516,L-amino-acid oxidase (LAO) (MPV-LAAO) (EC 1.4.3.2),Reptiles,"(510, 520]",1
P81383,OXLA_OPHHA,Ophiophagus hannah (King cobra) (Naja hannah),1.4.3.2,491,L-amino-acid oxidase (LAO) (Oh-LAAO) (EC 1.4.3.2),Reptiles,"(490, 500]",1
Q6TGQ9,OXLA1_BOTJR,Bothrops jararacussu (Jararacussu),1.4.3.2,497,L-amino-acid oxidase BjussuLAAO-I (BjsuLAAO) (LAO) (EC 1.4.3.2),Reptiles,"(490, 500]",1
Q6TGQ8,OXLA_BOTMO,Bothrops moojeni (Lance-headed viper) (Caissaca),1.4.3.2,502,L-amino-acid oxidase BmooLAAO-I (LAO) (EC 1.4.3.2),Reptiles,"(500, 510]",1
P56742,OXLA_CROAT,Crotalus atrox (Western diamondback rattlesnake),1.4.3.2,516,L-amino-acid oxidase apoxin-1 (LAAO) (LAO) (EC 1.4.3.2) (Apoxin I),Reptiles,"(510, 520]",1
O93505,TYRP2_CHICK,Gallus gallus (Chicken),5.3.3.12,521,L-dopachrome tautomerase (DCT) (DT) (EC 5.3.3.12) (L-dopachrome Delta-isomerase) (Tyrosinase-related protein 2) (TRP-2) (TRP2),Birds,"(520, 530]",5
P93052,LDH_BOTBR,Botryococcus braunii (Green alga),1.1.1.27,316,L-lactate dehydrogenase (LDH) (EC 1.1.1.27),Algae,"(310, 320]",1
Q9W7M6,LDHA_AMBME,Ambystoma mexicanum (Axolotl),1.1.1.27,333,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),Amphibians,"(330, 340]",1
P00340,LDHA_CHICK,Gallus gallus (Chicken),1.1.1.27,332,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),Birds,"(330, 340]",1
Q9W7L3,LDHA_PYTRG,Python regius (Ball python) (Boa regia),1.1.1.27,332,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),Reptiles,"(330, 340]",1
Q9W7L5,LDHA_SCEUN,Sceloporus undulatus (Eastern fence lizard) (Stellio undulatus),1.1.1.27,332,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),Reptiles,"(330, 340]",1
P79912,LDHA_SCEWO,Sceloporus woodi (Florida scrub lizard),1.1.1.27,332,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),Reptiles,"(330, 340]",1
P42120,LDHA_XENLA,Xenopus laevis (African clawed frog),1.1.1.27,334,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27),Amphibians,"(330, 340]",1
P42122,LDHB_FUNPA,Fundulus parvipinnis (California killifish),1.1.1.27,322,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27),Fish,"(320, 330]",1
P00337,LDHB_CHICK,Gallus gallus (Chicken),1.1.1.27,333,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27),Birds,"(330, 340]",1
Q9W7L4,LDHB_SCEUN,Sceloporus undulatus (Eastern fence lizard) (Stellio undulatus),1.1.1.27,335,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27),Reptiles,"(330, 340]",1
P79913,LDHB_SCEWO,Sceloporus woodi (Florida scrub lizard),1.1.1.27,333,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27),Reptiles,"(330, 340]",1
P42119,LDHB_XENLA,Xenopus laevis (African clawed frog),1.1.1.27,334,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27),Amphibians,"(330, 340]",1
P13743,LDHB_ANAPL,Anas platyrhynchos (Mallard) (Anas boschas),1.1.1.27,333,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (Epsilon-crystallin),Birds,"(330, 340]",1
P42121,LDHC_XENLA,Xenopus laevis (African clawed frog),1.1.1.27,334,L-lactate dehydrogenase C chain (LDH-C) (EC 1.1.1.27),Amphibians,"(330, 340]",1
F8WQN2,LOX_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),1.1.3.-,384,L-lactate oxidase (LOX) (EC 1.1.3.-) (Cr-LOX),Algae,"(380, 390]",1
Q9ZV05,NATA1_ARATH,Arabidopsis thaliana (Mouse-ear cress),2.3.1.-,228,L-ornithine N5-acetyltransferase NATA1 (EC 2.3.1.-) (Protein N-ACETYLTRANSFERASE ACTIVITY 1),Plants,"(220, 230]",2
A0A0A2IDH4,CNSB_PENEN,Penicillium expansum (Blue mold rot fungus),4.1.1.105,454,L-tryptophan decarboxylase cnsB (EC 4.1.1.105) (Communesin biosynthesis cluster protein B),Protists,"(450, 460]",4
A0A0C1E1D0,UCDG_ASPUT,Aspergillus ustus,2.6.1.5,523,L-tyrosine:2-oxoglutarate aminotransferase ucdG (EC 2.6.1.5) (Uscandidusin biosynthesis cluster protein G),Protists,"(520, 530]",2
A0A067XMV3,PTAB_PESFW,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),3.1.2.-,313,Lactamase-like protein ptaB (EC 3.1.2.-) (Pestheic acid biosynthesis cluster protein B),Protists,"(310, 320]",3
P59761,LGEN_BOVIN,Bos taurus (Bovine),3.1.27.-,73,Lactogenin (EC 3.1.27.-),Mammals,"(70, 80]",3
Q9ZS21,LGUL_SOYBN,Glycine max (Soybean) (Glycine hispida),4.4.1.5,185,Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (GmGlyoxI) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),Plants,"(180, 190]",4
B5XAM2,ICT1_SALSA,Salmo salar (Atlantic salmon),3.1.1.29,191,"Large ribosomal subunit protein mL62 (Immature colon carcinoma transcript 1 protein homolog) (Peptidyl-tRNA hydrolase ICT1, mitochondrial) (EC 3.1.1.29)",Fish,"(190, 200]",3
Q6VQA9,CHLL_AUXPR,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),1.3.7.7,300,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(290, 300]",1
P56291,CHLL_CHLVU,Chlorella vulgaris (Green alga),1.3.7.7,300,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(290, 300]",1
Q9T399,CHLL_NEPOL,Nephroselmis olivacea (Green alga),1.3.7.7,287,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(280, 290]",1
Q20EX9,CHLL_OLTVI,Oltmannsiellopsis viridis (Marine flagellate) (Oltmannsiella viridis),1.3.7.7,311,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(310, 320]",1
A6YGA4,CHLL_PLETE,Pleurastrum terricola (Filamentous green alga) (Leptosira terrestris),1.3.7.7,294,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(290, 300]",1
Q06SC7,CHLL_STIHE,Stigeoclonium helveticum (Green alga),1.3.7.7,288,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(280, 290]",1
Q1KVR9,CHLL_TETOB,Tetradesmus obliquus (Green alga) (Acutodesmus obliquus),1.3.7.7,289,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7),Algae,"(280, 290]",1
Q6VQA8,CHLB_AUXPR,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),1.3.7.7,510,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(500, 510]",1
P37823,CHLB_CHLAP,Chlamydomonas applanata (Chlamydomonas humicola),1.3.7.7,431,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(430, 440]",1
P17652,CHLB_CHLMO,Chlamydomonas moewusii (Chlamydomonas eugametos),1.3.7.7,563,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(560, 570]",1
P37824,CHLB_CHLPT,Chlamydomonas pitschmannii,1.3.7.7,444,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(440, 450]",1
P56302,CHLB_CHLVU,Chlorella vulgaris (Green alga),1.3.7.7,510,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(500, 510]",1
Q9T467,CHLB_NEPOL,Nephroselmis olivacea (Green alga),1.3.7.7,531,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(530, 540]",1
Q20EY2,CHLB_OLTVI,Oltmannsiellopsis viridis (Marine flagellate) (Oltmannsiella viridis),1.3.7.7,559,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(550, 560]",1
A6YGA3,CHLB_PLETE,Pleurastrum terricola (Filamentous green alga) (Leptosira terrestris),1.3.7.7,514,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(510, 520]",1
Q06SE5,CHLB_STIHE,Stigeoclonium helveticum (Green alga),1.3.7.7,510,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(500, 510]",1
Q1KVW2,CHLB_TETOB,Tetradesmus obliquus (Green alga) (Acutodesmus obliquus),1.3.7.7,532,Light-independent protochlorophyllide reductase subunit B (DPOR subunit B) (LI-POR subunit B) (EC 1.3.7.7),Algae,"(530, 540]",1
Q7YKW4,CHLN_AUXPR,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),1.3.7.7,435,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(430, 440]",1
P56303,CHLN_CHLVU,Chlorella vulgaris (Green alga),1.3.7.7,435,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(430, 440]",1
Q9T4F6,CHLN_NEPOL,Nephroselmis olivacea (Green alga),1.3.7.7,431,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(430, 440]",1
Q20EX8,CHLN_OLTVI,Oltmannsiellopsis viridis (Marine flagellate) (Oltmannsiella viridis),1.3.7.7,572,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(570, 580]",1
A6YGA5,CHLN_PLETE,Pleurastrum terricola (Filamentous green alga) (Leptosira terrestris),1.3.7.7,462,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(460, 470]",1
Q06SE3,CHLN_STIHE,Stigeoclonium helveticum (Green alga),1.3.7.7,464,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(460, 470]",1
Q1KVX6,CHLN_TETOB,Tetradesmus obliquus (Green alga) (Acutodesmus obliquus),1.3.7.7,560,Light-independent protochlorophyllide reductase subunit N (DPOR subunit N) (LI-POR subunit N) (EC 1.3.7.7),Algae,"(550, 560]",1
A0A067DKP1,L1AT_CITSI,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),1.7.1.-,442,Limonoid 1-O-acetyltransferse (CsL1AT) (EC 1.7.1.-),Protists,"(440, 450]",1
A0A067EES0,L21AT_CITSI,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),1.7.1.-,426,Limonoid 21-O-acetyltransferse (CsL21AT) (EC 1.7.1.-),Protists,"(420, 430]",1
A0A067ETA8,L7AT_CITSI,Citrus sinensis (Sweet orange) (Citrus aurantium var. sinensis),1.7.1.-,459,Limonoid 7-O-acetyltransferse (CsL7AT) (EC 1.7.1.-),Protists,"(450, 460]",1
R4YXW8,TPS2_COFAR,Coffea arabica (Arabian coffee),4.2.3.-; 4.2.3.106; 4.2.3.15,572,"Linalool synthase TPS2, chloroplastic (EC 4.2.3.-) (Cis-ocimene synthase TPS2, chloroplastic) (EC 4.2.3.-) (Myrcene synthase TPS2, chloroplastic) (EC 4.2.3.15) (Trans-ocimene synthase TPS2, chloroplastic) (EC 4.2.3.106)",Plants,"(570, 580]",4
R4YZC3,TPS3_COFAR,Coffea arabica (Arabian coffee),4.2.3.-; 4.2.3.106; 4.2.3.15,596,"Linalool synthase TPS3, chloroplastic (EC 4.2.3.-) (Cis-ocimene synthase TPS2, chloroplastic) (EC 4.2.3.-) (Myrcene synthase TPS3, chloroplastic) (EC 4.2.3.15) (Trans-ocimene synthase TPS2, chloroplastic) (EC 4.2.3.106)",Plants,"(590, 600]",4
Q5F477,LDAH_CHICK,Gallus gallus (Chicken),3.1.1.13,324,Lipid droplet-associated hydrolase (EC 3.1.1.13) (Lipid droplet-associated serine hydrolase),Birds,"(320, 330]",3
Q9ZU49,LPP1_ARATH,Arabidopsis thaliana (Mouse-ear cress),3.1.3.-,327,Lipid phosphate phosphatase 1 (AtLPP1) (EC 3.1.3.-) (Phosphatidic acid phosphatase 1) (AtPAP1) (Prenyl diphosphate phosphatase),Plants,"(320, 330]",3
B4IUG3,LIAS1_DROYA,Drosophila yakuba (Fruit fly),2.8.1.8,379,"Lipoyl synthase 1, mitochondrial (EC 2.8.1.8) (Lipoate synthase 1) (LS 1) (Lip-syn 1) (Lipoic acid synthase 1)",Insects,"(370, 380]",2
B4PF83,LIAS2_DROYA,Drosophila yakuba (Fruit fly),2.8.1.8,379,"Lipoyl synthase 2, mitochondrial (EC 2.8.1.8) (Lipoate synthase 2) (LS 2) (Lip-syn 2) (Lipoic acid synthase 2)",Insects,"(370, 380]",2
A4RW69,LISC_OSTLU,Ostreococcus lucimarinus (strain CCE9901),2.8.1.8,324,"Lipoyl synthase, chloroplastic (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoate synthase, plastidial) (LIP1p) (Lipoic acid synthase)",Algae,"(320, 330]",2
A8JGF7,LIAS_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),2.8.1.8,318,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Algae,"(310, 320]",2
B0WAU6,LIAS_CULQU,Culex quinquefasciatus (Southern house mosquito) (Culex pungens),2.8.1.8,380,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(370, 380]",2
B3M996,LIAS_DROAN,Drosophila ananassae (Fruit fly),2.8.1.8,376,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(370, 380]",2
B3NIL9,LIAS_DROER,Drosophila erecta (Fruit fly),2.8.1.8,379,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(370, 380]",2
B4J3F3,LIAS_DROGR,Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi),2.8.1.8,364,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(360, 370]",2
B4KYY0,LIAS_DROMO,Drosophila mojavensis (Fruit fly),2.8.1.8,364,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(360, 370]",2
B4IAA7,LIAS_DROSE,Drosophila sechellia (Fruit fly),2.8.1.8,377,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(370, 380]",2
B4MXR6,LIAS_DROWI,Drosophila willistoni (Fruit fly),2.8.1.8,372,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Insects,"(370, 380]",2
A4RZ86,LIAS_OSTLU,Ostreococcus lucimarinus (strain CCE9901),2.8.1.8,399,"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)",Algae,"(390, 400]",2
Q9XGY6,WAXS1_SIMCH,Simmondsia chinensis (Jojoba) (Buxus chinensis),2.3.1.75,352,Long-chain-alcohol O-fatty-acyltransferase (EC 2.3.1.75) (Wax synthase),Plants,"(350, 360]",2
